event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0000267,2026-01-03T17:36:19,RCPT-20260103-00027,P-0037,view,checkout_upsell,synthetic
INT-0000268,2026-01-03T17:36:19,RCPT-20260103-00027,P-0037,hover,checkout_upsell,synthetic
INT-0000269,2026-01-03T17:36:19,RCPT-20260103-00027,P-0035,view,checkout_upsell,synthetic
INT-0000270,2026-01-03T17:36:19,RCPT-20260103-00027,P-0046,view,checkout_upsell,synthetic
INT-0000271,2026-01-03T17:36:19,RCPT-20260103-00027,P-0046,hover,checkout_upsell,synthetic
INT-0000272,2026-01-03T17:36:19,RCPT-20260103-00027,P-0041,view,checkout_upsell,synthetic
INT-0000273,2026-01-03T17:36:19,RCPT-20260103-00027,P-0041,hover,checkout_upsell,synthetic
INT-0000274,2026-01-03T15:50:57,RCPT-20260103-00028,P-0036,view,checkout_upsell,synthetic
INT-0000275,2026-01-03T15:50:57,RCPT-20260103-00028,P-0036,hover,checkout_upsell,synthetic
INT-0000276,2026-01-03T15:50:57,RCPT-20260103-00028,P-0060,view,checkout_upsell,synthetic
INT-0000277,2026-01-03T15:50:57,RCPT-20260103-00028,P-0035,view,checkout_upsell,synthetic
INT-0000278,2026-01-03T15:50:57,RCPT-20260103-00028,P-0035,hover,checkout_upsell,synthetic
INT-0000279,2026-01-03T15:50:57,RCPT-20260103-00028,P-0035,click,checkout_upsell,synthetic
INT-0000280,2026-01-03T15:50:57,RCPT-20260103-00028,P-0059,view,checkout_upsell,synthetic
INT-0000281,2026-01-03T15:50:57,RCPT-20260103-00028,P-0045,view,checkout_upsell,synthetic
INT-0000282,2026-01-03T15:50:57,RCPT-20260103-00028,P-0045,hover,checkout_upsell,synthetic
INT-0000283,2026-01-03T15:50:57,RCPT-20260103-00028,P-0058,view,checkout_upsell,synthetic
INT-0000284,2026-01-04T11:51:12,RCPT-20260104-00029,P-0025,view,checkout_upsell,synthetic
INT-0000285,2026-01-04T11:51:12,RCPT-20260104-00029,P-0006,view,checkout_upsell,synthetic
INT-0000286,2026-01-04T11:51:12,RCPT-20260104-00029,P-0006,hover,checkout_upsell,synthetic
INT-0000287,2026-01-04T11:51:12,RCPT-20260104-00029,P-0003,view,checkout_upsell,synthetic
INT-0000288,2026-01-04T11:51:12,RCPT-20260104-00029,P-0003,hover,checkout_upsell,synthetic
INT-0000289,2026-01-04T11:51:12,RCPT-20260104-00029,P-0007,view,checkout_upsell,synthetic
INT-0000290,2026-01-04T11:51:12,RCPT-20260104-00029,P-0007,hover,checkout_upsell,synthetic
INT-0000291,2026-01-04T11:51:12,RCPT-20260104-00029,P-0032,view,checkout_upsell,synthetic
INT-0000292,2026-01-04T11:51:12,RCPT-20260104-00029,P-0032,hover,checkout_upsell,synthetic
INT-0000293,2026-01-04T11:51:12,RCPT-20260104-00029,P-0076,view,checkout_upsell,synthetic
INT-0000294,2026-01-04T11:51:12,RCPT-20260104-00029,P-0076,hover,checkout_upsell,synthetic
INT-0000295,2026-01-04T10:41:44,RCPT-20260104-00030,P-0040,view,checkout_upsell,synthetic
INT-0000296,2026-01-04T10:41:44,RCPT-20260104-00030,P-0040,hover,checkout_upsell,synthetic
INT-0000297,2026-01-04T10:41:44,RCPT-20260104-00030,P-0025,view,checkout_upsell,synthetic
INT-0000298,2026-01-04T10:41:44,RCPT-20260104-00030,P-0025,hover,checkout_upsell,synthetic
INT-0000299,2026-01-04T10:41:44,RCPT-20260104-00030,P-0025,click,checkout_upsell,synthetic
INT-0000300,2026-01-04T10:41:44,RCPT-20260104-00030,P-0010,view,checkout_upsell,synthetic
INT-0000301,2026-01-04T10:41:44,RCPT-20260104-00030,P-0010,hover,checkout_upsell,synthetic
INT-0000302,2026-01-04T10:41:44,RCPT-20260104-00030,P-0055,view,checkout_upsell,synthetic
INT-0000303,2026-01-04T10:41:44,RCPT-20260104-00030,P-0055,hover,checkout_upsell,synthetic
INT-0000304,2026-01-04T10:41:44,RCPT-20260104-00030,P-0064,view,checkout_upsell,synthetic
INT-0000305,2026-01-04T10:41:44,RCPT-20260104-00030,P-0064,hover,checkout_upsell,synthetic
INT-0000306,2026-01-04T10:41:44,RCPT-20260104-00030,P-0064,click,checkout_upsell,synthetic
INT-0000307,2026-01-04T10:41:44,RCPT-20260104-00030,P-0052,view,checkout_upsell,synthetic
INT-0000308,2026-01-04T10:41:44,RCPT-20260104-00030,P-0052,hover,checkout_upsell,synthetic
INT-0000309,2026-01-04T15:08:51,RCPT-20260104-00031,P-0008,view,checkout_upsell,synthetic
INT-0000310,2026-01-04T15:08:51,RCPT-20260104-00031,P-0060,view,checkout_upsell,synthetic
INT-0000311,2026-01-04T15:08:51,RCPT-20260104-00031,P-0060,hover,checkout_upsell,synthetic
INT-0000312,2026-01-04T15:08:51,RCPT-20260104-00031,P-0003,view,checkout_upsell,synthetic
INT-0000313,2026-01-04T15:08:51,RCPT-20260104-00031,P-0003,hover,checkout_upsell,synthetic
INT-0000314,2026-01-04T15:08:51,RCPT-20260104-00031,P-0046,view,checkout_upsell,synthetic
INT-0000315,2026-01-04T15:08:51,RCPT-20260104-00031,P-0067,view,checkout_upsell,synthetic
INT-0000316,2026-01-04T15:08:51,RCPT-20260104-00031,P-0016,view,checkout_upsell,synthetic
INT-0000317,2026-01-04T15:08:51,RCPT-20260104-00031,P-0016,hover,checkout_upsell,synthetic
INT-0000318,2026-01-04T21:40:17,RCPT-20260104-00032,P-0051,view,checkout_upsell,synthetic
INT-0000319,2026-01-04T21:40:17,RCPT-20260104-00032,P-0051,hover,checkout_upsell,synthetic
INT-0000320,2026-01-04T21:40:17,RCPT-20260104-00032,P-0021,view,checkout_upsell,synthetic
INT-0000321,2026-01-04T21:40:17,RCPT-20260104-00032,P-0021,hover,checkout_upsell,synthetic
INT-0000322,2026-01-04T21:40:17,RCPT-20260104-00032,P-0038,view,checkout_upsell,synthetic
INT-0000323,2026-01-04T21:40:17,RCPT-20260104-00032,P-0038,click,checkout_upsell,synthetic
INT-0000324,2026-01-04T21:40:17,RCPT-20260104-00032,P-0023,view,checkout_upsell,synthetic
INT-0000325,2026-01-04T21:40:17,RCPT-20260104-00032,P-0023,hover,checkout_upsell,synthetic
INT-0000326,2026-01-04T21:40:17,RCPT-20260104-00032,P-0066,view,checkout_upsell,synthetic
INT-0000327,2026-01-04T21:40:17,RCPT-20260104-00032,P-0066,hover,checkout_upsell,synthetic
INT-0000328,2026-01-04T21:40:17,RCPT-20260104-00032,P-0072,view,checkout_upsell,synthetic
INT-0000329,2026-01-04T21:40:17,RCPT-20260104-00032,P-0072,hover,checkout_upsell,synthetic
INT-0000330,2026-01-04T11:24:44,RCPT-20260104-00033,P-0048,view,checkout_upsell,synthetic
INT-0000331,2026-01-04T11:24:44,RCPT-20260104-00033,P-0048,hover,checkout_upsell,synthetic
INT-0000332,2026-01-04T11:24:44,RCPT-20260104-00033,P-0048,click,checkout_upsell,synthetic
INT-0000333,2026-01-04T11:24:44,RCPT-20260104-00033,P-0038,view,checkout_upsell,synthetic
INT-0000334,2026-01-04T11:24:44,RCPT-20260104-00033,P-0038,hover,checkout_upsell,synthetic
INT-0000335,2026-01-04T11:24:44,RCPT-20260104-00033,P-0038,click,checkout_upsell,synthetic
INT-0000336,2026-01-04T11:24:44,RCPT-20260104-00033,P-0041,view,checkout_upsell,synthetic
INT-0000337,2026-01-04T11:24:44,RCPT-20260104-00033,P-0041,hover,checkout_upsell,synthetic
INT-0000338,2026-01-04T11:24:44,RCPT-20260104-00033,P-0041,click,checkout_upsell,synthetic
INT-0000339,2026-01-04T11:24:44,RCPT-20260104-00033,P-0057,view,checkout_upsell,synthetic
INT-0000340,2026-01-04T11:24:44,RCPT-20260104-00033,P-0057,hover,checkout_upsell,synthetic
INT-0000341,2026-01-04T11:24:44,RCPT-20260104-00033,P-0058,view,checkout_upsell,synthetic
INT-0000342,2026-01-04T11:24:44,RCPT-20260104-00033,P-0058,hover,checkout_upsell,synthetic
INT-0000343,2026-01-04T11:24:44,RCPT-20260104-00033,P-0058,click,checkout_upsell,synthetic
INT-0000344,2026-01-04T11:24:44,RCPT-20260104-00033,P-0047,view,checkout_upsell,synthetic
INT-0000345,2026-01-04T11:24:44,RCPT-20260104-00033,P-0047,hover,checkout_upsell,synthetic
INT-0000346,2026-01-04T14:30:00,RCPT-20260104-00034,P-0034,view,checkout_upsell,synthetic
INT-0000347,2026-01-04T14:30:00,RCPT-20260104-00034,P-0034,hover,checkout_upsell,synthetic
INT-0000348,2026-01-04T14:30:00,RCPT-20260104-00034,P-0036,view,checkout_upsell,synthetic
INT-0000349,2026-01-04T14:30:00,RCPT-20260104-00034,P-0036,click,checkout_upsell,synthetic
INT-0000350,2026-01-04T14:30:00,RCPT-20260104-00034,P-0071,view,checkout_upsell,synthetic
INT-0000351,2026-01-04T14:30:00,RCPT-20260104-00034,P-0005,view,checkout_upsell,synthetic
INT-0000352,2026-01-04T14:30:00,RCPT-20260104-00034,P-0005,hover,checkout_upsell,synthetic
INT-0000353,2026-01-04T14:30:00,RCPT-20260104-00034,P-0049,view,checkout_upsell,synthetic
INT-0000354,2026-01-04T14:30:00,RCPT-20260104-00034,P-0016,view,checkout_upsell,synthetic
INT-0000355,2026-01-04T13:42:43,RCPT-20260104-00035,P-0010,view,checkout_upsell,synthetic
INT-0000356,2026-01-04T13:42:43,RCPT-20260104-00035,P-0010,hover,checkout_upsell,synthetic
INT-0000357,2026-01-04T13:42:43,RCPT-20260104-00035,P-0019,view,checkout_upsell,synthetic
INT-0000358,2026-01-04T13:42:43,RCPT-20260104-00035,P-0019,hover,checkout_upsell,synthetic
INT-0000359,2026-01-04T13:42:43,RCPT-20260104-00035,P-0071,view,checkout_upsell,synthetic
INT-0000360,2026-01-04T13:42:43,RCPT-20260104-00035,P-0073,view,checkout_upsell,synthetic
INT-0000361,2026-01-04T13:42:43,RCPT-20260104-00035,P-0073,hover,checkout_upsell,synthetic
INT-0000362,2026-01-04T13:42:43,RCPT-20260104-00035,P-0073,click,checkout_upsell,synthetic
INT-0000363,2026-01-04T13:42:43,RCPT-20260104-00035,P-0032,view,checkout_upsell,synthetic
INT-0000364,2026-01-04T13:42:43,RCPT-20260104-00035,P-0032,hover,checkout_upsell,synthetic
INT-0000365,2026-01-04T13:42:43,RCPT-20260104-00035,P-0017,view,checkout_upsell,synthetic
INT-0000366,2026-01-04T10:55:29,RCPT-20260104-00036,P-0054,view,checkout_upsell,synthetic
INT-0000367,2026-01-04T10:55:29,RCPT-20260104-00036,P-0054,hover,checkout_upsell,synthetic
INT-0000368,2026-01-04T10:55:29,RCPT-20260104-00036,P-0070,view,checkout_upsell,synthetic
INT-0000369,2026-01-04T10:55:29,RCPT-20260104-00036,P-0002,view,checkout_upsell,synthetic
INT-0000370,2026-01-04T10:55:29,RCPT-20260104-00036,P-0002,hover,checkout_upsell,synthetic
INT-0000371,2026-01-04T10:55:29,RCPT-20260104-00036,P-0002,click,checkout_upsell,synthetic
INT-0000372,2026-01-04T10:55:29,RCPT-20260104-00036,P-0017,view,checkout_upsell,synthetic
INT-0000373,2026-01-04T10:55:29,RCPT-20260104-00036,P-0004,view,checkout_upsell,synthetic
INT-0000374,2026-01-04T10:55:29,RCPT-20260104-00036,P-0004,hover,checkout_upsell,synthetic
INT-0000375,2026-01-04T10:55:29,RCPT-20260104-00036,P-0062,view,checkout_upsell,synthetic
INT-0000376,2026-01-04T10:55:29,RCPT-20260104-00036,P-0062,hover,checkout_upsell,synthetic
INT-0000377,2026-01-04T10:55:29,RCPT-20260104-00036,P-0062,click,checkout_upsell,synthetic
INT-0000378,2026-01-04T12:53:05,RCPT-20260104-00037,P-0034,view,checkout_upsell,synthetic
INT-0000379,2026-01-04T12:53:05,RCPT-20260104-00037,P-0034,hover,checkout_upsell,synthetic
INT-0000380,2026-01-04T12:53:05,RCPT-20260104-00037,P-0036,view,checkout_upsell,synthetic
INT-0000381,2026-01-04T12:53:05,RCPT-20260104-00037,P-0036,hover,checkout_upsell,synthetic
INT-0000382,2026-01-04T12:53:05,RCPT-20260104-00037,P-0054,view,checkout_upsell,synthetic
INT-0000383,2026-01-04T12:53:05,RCPT-20260104-00037,P-0054,hover,checkout_upsell,synthetic
INT-0000384,2026-01-04T12:53:05,RCPT-20260104-00037,P-0067,view,checkout_upsell,synthetic
INT-0000385,2026-01-04T12:53:05,RCPT-20260104-00037,P-0026,view,checkout_upsell,synthetic
INT-0000386,2026-01-04T12:53:05,RCPT-20260104-00037,P-0026,hover,checkout_upsell,synthetic
INT-0000387,2026-01-04T12:53:05,RCPT-20260104-00037,P-0062,view,checkout_upsell,synthetic
INT-0000388,2026-01-04T12:53:05,RCPT-20260104-00037,P-0062,hover,checkout_upsell,synthetic
INT-0000389,2026-01-05T10:30:42,RCPT-20260105-00038,P-0034,view,checkout_upsell,synthetic
INT-0000390,2026-01-05T10:30:42,RCPT-20260105-00038,P-0034,hover,checkout_upsell,synthetic
INT-0000391,2026-01-05T10:30:42,RCPT-20260105-00038,P-0060,view,checkout_upsell,synthetic
INT-0000392,2026-01-05T10:30:42,RCPT-20260105-00038,P-0060,click,checkout_upsell,synthetic
INT-0000393,2026-01-05T10:30:42,RCPT-20260105-00038,P-0010,view,checkout_upsell,synthetic
INT-0000394,2026-01-05T10:30:42,RCPT-20260105-00038,P-0010,hover,checkout_upsell,synthetic
INT-0000395,2026-01-05T10:30:42,RCPT-20260105-00038,P-0014,view,checkout_upsell,synthetic
INT-0000396,2026-01-05T10:30:42,RCPT-20260105-00038,P-0014,hover,checkout_upsell,synthetic
INT-0000397,2026-01-05T10:30:42,RCPT-20260105-00038,P-0072,view,checkout_upsell,synthetic
INT-0000398,2026-01-05T10:30:42,RCPT-20260105-00038,P-0072,hover,checkout_upsell,synthetic
INT-0000399,2026-01-05T10:30:42,RCPT-20260105-00038,P-0052,view,checkout_upsell,synthetic
INT-0000400,2026-01-05T10:30:42,RCPT-20260105-00038,P-0052,hover,checkout_upsell,synthetic
INT-0000401,2026-01-05T20:52:10,RCPT-20260105-00039,P-0065,view,checkout_upsell,synthetic
INT-0000402,2026-01-05T20:52:10,RCPT-20260105-00039,P-0065,hover,checkout_upsell,synthetic
INT-0000403,2026-01-05T20:52:10,RCPT-20260105-00039,P-0011,view,checkout_upsell,synthetic
INT-0000404,2026-01-05T20:52:10,RCPT-20260105-00039,P-0011,hover,checkout_upsell,synthetic
INT-0000405,2026-01-05T20:52:10,RCPT-20260105-00039,P-0023,view,checkout_upsell,synthetic
INT-0000406,2026-01-05T20:52:10,RCPT-20260105-00039,P-0066,view,checkout_upsell,synthetic
INT-0000407,2026-01-05T20:52:10,RCPT-20260105-00039,P-0064,view,checkout_upsell,synthetic
INT-0000408,2026-01-05T20:52:10,RCPT-20260105-00039,P-0063,view,checkout_upsell,synthetic
INT-0000409,2026-01-05T20:52:10,RCPT-20260105-00039,P-0063,hover,checkout_upsell,synthetic
INT-0000410,2026-01-05T19:49:19,RCPT-20260105-00040,P-0060,view,checkout_upsell,synthetic
INT-0000411,2026-01-05T19:49:19,RCPT-20260105-00040,P-0060,hover,checkout_upsell,synthetic
INT-0000412,2026-01-05T19:49:19,RCPT-20260105-00040,P-0037,view,checkout_upsell,synthetic
INT-0000413,2026-01-05T19:49:19,RCPT-20260105-00040,P-0033,view,checkout_upsell,synthetic
INT-0000414,2026-01-05T19:49:19,RCPT-20260105-00040,P-0001,view,checkout_upsell,synthetic
INT-0000415,2026-01-05T19:49:19,RCPT-20260105-00040,P-0058,view,checkout_upsell,synthetic
INT-0000416,2026-01-05T19:49:19,RCPT-20260105-00040,P-0058,hover,checkout_upsell,synthetic
INT-0000417,2026-01-05T19:49:19,RCPT-20260105-00040,P-0016,view,checkout_upsell,synthetic
INT-0000418,2026-01-05T19:49:19,RCPT-20260105-00040,P-0016,hover,checkout_upsell,synthetic
INT-0000419,2026-01-05T14:23:40,RCPT-20260105-00041,P-0030,view,checkout_upsell,synthetic
INT-0000420,2026-01-05T14:23:40,RCPT-20260105-00041,P-0030,hover,checkout_upsell,synthetic
INT-0000421,2026-01-05T14:23:40,RCPT-20260105-00041,P-0036,view,checkout_upsell,synthetic
INT-0000422,2026-01-05T14:23:40,RCPT-20260105-00041,P-0036,hover,checkout_upsell,synthetic
INT-0000423,2026-01-05T14:23:40,RCPT-20260105-00041,P-0060,view,checkout_upsell,synthetic
INT-0000424,2026-01-05T14:23:40,RCPT-20260105-00041,P-0060,hover,checkout_upsell,synthetic
INT-0000425,2026-01-05T14:23:40,RCPT-20260105-00041,P-0028,view,checkout_upsell,synthetic
INT-0000426,2026-01-05T14:23:40,RCPT-20260105-00041,P-0055,view,checkout_upsell,synthetic
INT-0000427,2026-01-05T14:23:40,RCPT-20260105-00041,P-0044,view,checkout_upsell,synthetic
INT-0000428,2026-01-05T14:23:40,RCPT-20260105-00041,P-0044,hover,checkout_upsell,synthetic
INT-0000429,2026-01-05T17:17:20,RCPT-20260105-00042,P-0074,view,checkout_upsell,synthetic
INT-0000430,2026-01-05T17:17:20,RCPT-20260105-00042,P-0003,view,checkout_upsell,synthetic
INT-0000431,2026-01-05T17:17:20,RCPT-20260105-00042,P-0003,hover,checkout_upsell,synthetic
INT-0000432,2026-01-05T17:17:20,RCPT-20260105-00042,P-0060,view,checkout_upsell,synthetic
INT-0000433,2026-01-05T17:17:20,RCPT-20260105-00042,P-0060,click,checkout_upsell,synthetic
INT-0000434,2026-01-05T17:17:20,RCPT-20260105-00042,P-0046,view,checkout_upsell,synthetic
INT-0000435,2026-01-05T17:17:20,RCPT-20260105-00042,P-0046,hover,checkout_upsell,synthetic
INT-0000436,2026-01-05T17:17:20,RCPT-20260105-00042,P-0026,view,checkout_upsell,synthetic
INT-0000437,2026-01-05T17:17:20,RCPT-20260105-00042,P-0026,hover,checkout_upsell,synthetic
INT-0000438,2026-01-05T17:17:20,RCPT-20260105-00042,P-0017,view,checkout_upsell,synthetic
INT-0000439,2026-01-05T17:17:20,RCPT-20260105-00042,P-0017,hover,checkout_upsell,synthetic
INT-0000440,2026-01-05T11:22:51,RCPT-20260105-00043,P-0061,view,checkout_upsell,synthetic
INT-0000441,2026-01-05T11:22:51,RCPT-20260105-00043,P-0012,view,checkout_upsell,synthetic
INT-0000442,2026-01-05T11:22:51,RCPT-20260105-00043,P-0012,hover,checkout_upsell,synthetic
INT-0000443,2026-01-05T11:22:51,RCPT-20260105-00043,P-0036,view,checkout_upsell,synthetic
INT-0000444,2026-01-05T11:22:51,RCPT-20260105-00043,P-0036,hover,checkout_upsell,synthetic
INT-0000445,2026-01-05T11:22:51,RCPT-20260105-00043,P-0060,view,checkout_upsell,synthetic
INT-0000446,2026-01-05T11:22:51,RCPT-20260105-00043,P-0060,hover,checkout_upsell,synthetic
INT-0000447,2026-01-05T11:22:51,RCPT-20260105-00043,P-0057,view,checkout_upsell,synthetic
INT-0000448,2026-01-05T11:22:51,RCPT-20260105-00043,P-0057,hover,checkout_upsell,synthetic
INT-0000449,2026-01-05T11:22:51,RCPT-20260105-00043,P-0014,view,checkout_upsell,synthetic
INT-0000450,2026-01-05T15:50:01,RCPT-20260105-00044,P-0008,view,checkout_upsell,synthetic
INT-0000451,2026-01-05T15:50:01,RCPT-20260105-00044,P-0008,hover,checkout_upsell,synthetic
INT-0000452,2026-01-05T15:50:01,RCPT-20260105-00044,P-0043,view,checkout_upsell,synthetic
INT-0000453,2026-01-05T15:50:01,RCPT-20260105-00044,P-0043,hover,checkout_upsell,synthetic
INT-0000454,2026-01-05T15:50:01,RCPT-20260105-00044,P-0017,view,checkout_upsell,synthetic
INT-0000455,2026-01-05T15:50:01,RCPT-20260105-00044,P-0017,hover,checkout_upsell,synthetic
INT-0000456,2026-01-05T15:50:01,RCPT-20260105-00044,P-0064,view,checkout_upsell,synthetic
INT-0000457,2026-01-05T15:50:01,RCPT-20260105-00044,P-0064,hover,checkout_upsell,synthetic
INT-0000458,2026-01-05T15:50:01,RCPT-20260105-00044,P-0052,view,checkout_upsell,synthetic
INT-0000459,2026-01-05T15:50:01,RCPT-20260105-00044,P-0052,hover,checkout_upsell,synthetic
INT-0000460,2026-01-05T15:50:01,RCPT-20260105-00044,P-0062,view,checkout_upsell,synthetic
INT-0000461,2026-01-05T15:50:01,RCPT-20260105-00044,P-0062,hover,checkout_upsell,synthetic
INT-0000462,2026-01-05T12:14:07,RCPT-20260105-00045,P-0059,view,checkout_upsell,synthetic
INT-0000463,2026-01-05T12:14:07,RCPT-20260105-00045,P-0055,view,checkout_upsell,synthetic
INT-0000464,2026-01-05T12:14:07,RCPT-20260105-00045,P-0073,view,checkout_upsell,synthetic
INT-0000465,2026-01-05T12:14:07,RCPT-20260105-00045,P-0026,view,checkout_upsell,synthetic
INT-0000466,2026-01-05T12:14:07,RCPT-20260105-00045,P-0026,hover,checkout_upsell,synthetic
INT-0000467,2026-01-05T12:14:07,RCPT-20260105-00045,P-0063,view,checkout_upsell,synthetic
INT-0000468,2026-01-05T12:14:07,RCPT-20260105-00045,P-0063,hover,checkout_upsell,synthetic
INT-0000469,2026-01-05T12:14:07,RCPT-20260105-00045,P-0047,view,checkout_upsell,synthetic
INT-0000470,2026-01-05T12:14:07,RCPT-20260105-00045,P-0047,hover,checkout_upsell,synthetic
INT-0000471,2026-01-05T12:14:23,RCPT-20260105-00046,P-0065,view,checkout_upsell,synthetic
INT-0000472,2026-01-05T12:14:23,RCPT-20260105-00046,P-0036,view,checkout_upsell,synthetic
INT-0000473,2026-01-05T12:14:23,RCPT-20260105-00046,P-0036,hover,checkout_upsell,synthetic
INT-0000474,2026-01-05T12:14:23,RCPT-20260105-00046,P-0021,view,checkout_upsell,synthetic
INT-0000475,2026-01-05T12:14:23,RCPT-20260105-00046,P-0038,view,checkout_upsell,synthetic
INT-0000476,2026-01-05T12:14:23,RCPT-20260105-00046,P-0075,view,checkout_upsell,synthetic
INT-0000477,2026-01-05T12:14:23,RCPT-20260105-00046,P-0039,view,checkout_upsell,synthetic
INT-0000478,2026-01-05T08:36:18,RCPT-20260105-00047,P-0034,view,checkout_upsell,synthetic
INT-0000479,2026-01-05T08:36:18,RCPT-20260105-00047,P-0034,hover,checkout_upsell,synthetic
INT-0000480,2026-01-05T08:36:18,RCPT-20260105-00047,P-0030,view,checkout_upsell,synthetic
INT-0000481,2026-01-05T08:36:18,RCPT-20260105-00047,P-0060,view,checkout_upsell,synthetic
INT-0000482,2026-01-05T08:36:18,RCPT-20260105-00047,P-0005,view,checkout_upsell,synthetic
INT-0000483,2026-01-05T08:36:18,RCPT-20260105-00047,P-0005,hover,checkout_upsell,synthetic
INT-0000484,2026-01-05T08:36:18,RCPT-20260105-00047,P-0031,view,checkout_upsell,synthetic
INT-0000485,2026-01-05T08:36:18,RCPT-20260105-00047,P-0031,hover,checkout_upsell,synthetic
INT-0000486,2026-01-05T08:36:18,RCPT-20260105-00047,P-0039,view,checkout_upsell,synthetic
INT-0000487,2026-01-05T08:09:09,RCPT-20260105-00048,P-0034,view,checkout_upsell,synthetic
INT-0000488,2026-01-05T08:09:09,RCPT-20260105-00048,P-0036,view,checkout_upsell,synthetic
INT-0000489,2026-01-05T08:09:09,RCPT-20260105-00048,P-0060,view,checkout_upsell,synthetic
INT-0000490,2026-01-05T08:09:09,RCPT-20260105-00048,P-0045,view,checkout_upsell,synthetic
INT-0000491,2026-01-05T08:09:09,RCPT-20260105-00048,P-0045,hover,checkout_upsell,synthetic
INT-0000492,2026-01-05T08:09:09,RCPT-20260105-00048,P-0024,view,checkout_upsell,synthetic
INT-0000493,2026-01-05T08:09:09,RCPT-20260105-00048,P-0016,view,checkout_upsell,synthetic
INT-0000494,2026-01-05T08:09:09,RCPT-20260105-00048,P-0016,hover,checkout_upsell,synthetic
INT-0000495,2026-01-06T12:55:37,RCPT-20260106-00049,P-0065,view,checkout_upsell,synthetic
INT-0000496,2026-01-06T12:55:37,RCPT-20260106-00049,P-0065,hover,checkout_upsell,synthetic
INT-0000497,2026-01-06T12:55:37,RCPT-20260106-00049,P-0069,view,checkout_upsell,synthetic
INT-0000498,2026-01-06T12:55:37,RCPT-20260106-00049,P-0050,view,checkout_upsell,synthetic
